GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,class
136.81885400000002,214.7058824,93.14705882,447.73529410000003,34.45412174,0
120.1344196,217.5967742,98.12903226,503.1935484,21.83182933,0
132.5473684,215.25,103.25,662.5,16.59882024,0
113.1875,184.8,74.6,383.7,24.97678923,0
119.8274648,257.0,120.7222222,865.2777777999999,21.59532414,0
132.7910321,203.12,87.58666667,333.3866667,21.67538286,0
130.2807018,223.4836066,115.64754099999999,371.39344260000007,30.15594156,0
147.5481728,188.7894737,82.73684211,302.6842105,11.62741054,0
123.38881359999999,433.09677419999997,403.67204300000003,686.3548387,24.61873689,0
113.25,231.9,101.9,599.6,20.54361215,0
122.84782609999999,352.7868852,265.9344262,380.0983607,18.18652794,0
128.41673329999998,187.22362869999998,83.85232068,271.81856539999995,34.04354597,0
134.2291105,198.7,86.14285714,377.95714289999995,28.89672321,0
128.1666667,222.4444444,101.7777778,565.6111111,15.71886006,0
147.547619,187.75,88.25,561.5,8.150920193,0
124.14701380000001,279.902439,168.97560980000003,430.04878049999996,35.11878373,0
121.1696429,197.78571430000002,91.60714286,525.75,22.50087867,0
112.6610879,212.4,94.6,773.6,24.33890347,0
128.46492990000002,179.0634921,77.52380952,336.22222220000003,16.29649385,0
109.125,336.0,190.0,579.0,87.35479022,0
123.47916670000001,349.969697,248.78787880000002,406.4848485,15.83581973,0
105.26701570000002,216.33333330000002,101.66666670000001,684.6666667000001,12.64334476,0
107.86458329999999,223.0,108.0,719.7777778,24.96491365,0
132.84087590000001,221.41860469999997,97.09302326,617.0,28.60958551,0
149.5446429,243.0,111.0,408.0,18.53512936,0
127.37013759999999,204.8238095,91.53809524,621.7761905,48.49793436,0
149.3125,206.66666669999998,94.83333333,607.6666667000001,27.37344618,0
93.5,253.75,123.375,817.875,16.53027525,0
149.4423592,244.14893619999998,112.87234040000001,609.8510637999999,18.15857418,0
110.5302419,230.2580645,116.7419355,583.7096774,20.15646394,0
143.36458330000002,196.66666669999998,85.33333333,388.0,20.17768294,0
143.36875,221.5,95.8,608.9,29.31398983,0
115.90015359999998,248.5609756,131.26829270000002,519.195122,24.76348562,0
140.7125,198.2,83.2,337.7333333,14.87219628,0
103.925,250.5,152.0,472.0,18.17938393,0
131.3106181,197.95,84.35,383.05,18.7233811,0
127.44541059999999,227.66153849999998,110.4923077,445.2615385,18.35688285,0
128.2031963,208.6,96.72727273,454.0727273,21.097914199999998,0
118.13893130000001,221.97560980000003,101.6341463,633.9634146000001,37.79183095,0
127.76157079999999,200.6518519,87.38518519,506.5851852,27.739305699999996,0
143.3138173,204.3703704,92.48148148,532.1851852,23.84517965,0
108.2619926,199.35294119999998,89.35294118,504.76470589999997,23.15804359,0
136.90878940000002,188.86842109999998,79.65789474,279.9473684,16.8887717,0
139.8318966,207.62068969999999,94.24137931,465.9655172,23.98181039,0
133.9193038,174.3,81.4,213.3,9.725449861,0
146.4703704,203.35294119999998,94.94117647,433.23529410000003,21.15456383,0
141.1241218,218.5555556,98.88888889,670.1111111,18.5071076,0
146.58934169999998,182.9,77.9,343.5,12.16511406,0
134.0288066,235.32786890000003,109.7868852,720.295082,30.93946027,0
108.8860294,192.76470590000002,83.0,316.88235289999994,17.17908924,0
120.894958,212.4,94.0,535.1333333,14.893697400000002,0
130.9561129,197.3,82.85,472.55,17.03958626,0
144.6483051,221.4666667,98.2,552.8666667,13.63752992,0
137.1977077,202.63636359999998,92.36363636,388.4545455,27.93779986,0
104.109375,306.8333333,203.5,400.5833333,10.41999947,0
117.87407409999999,205.8235294,88.23529412,478.8235294,23.93893616,0
118.5355731,224.0,104.78125,686.40625,19.54232186,0
110.77358490000002,189.3,90.5,423.1,29.71935396,0
126.226626,261.5,148.32258059999998,632.1209677,22.12746867,0
157.89583330000002,233.0,104.66666670000001,519.6666667,23.25224004,0
130.3236904,237.36956519999998,128.8975155,448.4099379,30.51313103,0
119.3715953,246.02061859999998,120.23711340000001,708.9587629,24.50821861,0
119.91666670000001,230.5,102.0,774.8571429,17.64878443,0
129.38219840000002,234.19966719999996,107.15307820000001,655.5923461,26.57222538,0
117.4557439,261.0601504,151.1729323,500.6015038,24.32159643,0
125.44539250000001,482.89189189999996,278.6756757,425.4594595,18.62081746,0
143.79326919999997,216.76923080000003,107.38461540000002,519.8461538,19.07413131,0
113.5803571,201.38095239999998,88.09523809999999,427.57142860000005,14.77127199,0
154.725,250.4,112.9,689.5,20.51243525,0
123.4832636,245.3666667,144.9666667,433.63333330000006,16.83528042,0
129.30625,261.35,154.55,339.95,31.70583543,0
99.1875,250.5,135.0,527.0,17.75215167,0
123.0516055,254.3454545,149.6727273,384.7272727,56.17959984,0
118.90243899999999,377.0,300.4166667,775.4444444000001,57.80466121,0
115.2515625,194.0,82.125,417.425,21.91915544,0
131.33104129999998,232.671875,107.953125,629.8125,18.51411518,0
87.3125,219.75,106.5,571.25,21.22940178,0
121.29166670000001,221.33333330000002,96.33333333,520.3333333,31.928305100000003,0
127.60628020000001,212.0,95.69230769,590.5769231,34.24338575,0
136.3602362,220.69791669999998,94.41666667,518.2916667,36.83437027,0
120.2963132,242.13043480000002,110.8405797,774.0797100999999,23.20591391,0
123.624498,235.53968250000003,109.2857143,708.1269841,22.59463456,0
132.5569519,240.68571430000003,123.15873020000001,496.40634919999997,34.60139445,0
119.8961625,193.3571429,87.67857143,332.2142857,11.61389913,0
135.1378327,211.96969700000002,94.81818182,597.6060606000001,26.17011874,0
117.226601,181.5882353,79.23529412,364.745098,24.43478716,0
136.55263159999998,272.05882349999996,142.4705882,465.8235294,15.34651657,0
125.67656770000002,183.5789474,79.73684211,334.9473684,23.42572396,0
125.7881166,194.125,89.44642857,380.98214289999993,16.95837303,0
127.8448898,183.826087,78.18322981,198.60559009999997,10.57964734,0
104.3865546,222.06666669999998,100.66666670000001,687.5333333,19.88187337,0
120.09617759999999,214.8039216,100.2156863,582.5490196000001,53.54395407,0
145.625,208.0,86.625,458.25,23.33452378,0
115.7430493,195.15,85.45,401.6,26.55965465,0
97.54166667,225.4444444,97.55555556,687.1111111,13.08943594,0
155.02777780000002,226.4444444,102.5555556,562.0,17.75136927,0
120.6088683,243.0842105,109.7157895,835.9052632,31.03273939,0
134.83015269999999,205.2727273,94.06060606,563.0909091,14.72527733,0
161.4,239.8,122.2,405.8,22.65038631,0
127.1672316,270.5357143,171.7321429,300.01785710000007,11.41578526,0
139.1954023,211.5454545,99.54545455,516.9090909,31.41300462,0
141.21739130000003,217.9375,97.5625,501.21875,22.61634417,0
131.7363083,250.85161290000002,117.75483870000001,679.2129032,26.74638587,0
94.39583333,211.0,98.0,513.0,10.31180553,0
134.9350649,246.0,131.1413043,556.7608696000001,29.28034714,0
141.597723,184.2424242,75.93939394,370.87878789999996,12.78608346,0
105.7330317,234.1428571,102.7142857,659.1428571,16.59865374,0
133.8625592,229.8490566,99.07547170000001,739.3584906000001,31.47840524,0
135.5678015,236.21100919999998,114.31192659999998,608.1743119,28.38921117,0
120.0378416,244.77222220000002,117.5888889,836.4888889,22.97904238,0
120.41390729999999,216.3157895,104.8947368,617.3157894999999,29.40386467,0
134.6040609,206.6,97.76,332.56,15.45802057,0
127.30152220000001,226.635514,108.87850470000001,632.0186916,37.16207982,0
125.54161850000001,242.77064219999997,114.77981650000001,628.8440367000001,41.08204432,0
121.4790807,273.28971960000007,167.6728972,459.1401869,16.0461656,0
120.7625571,222.9090909,95.36363636,660.2,29.48065061,0
127.2714138,267.26229509999996,126.08196720000001,905.6065573999999,16.58055511,0
123.40180590000001,233.4285714,114.8571429,527.6071429,21.01262983,0
116.97869820000001,252.52830189999997,131.5660377,582.4905660000001,18.25631362,0
128.5195313,192.625,86.3125,589.25,18.73822547,0
165.65625,230.0,108.0,555.0,9.027735043,0
142.925,180.0,77.3,424.7,17.15837988,0
99.27215190000001,234.6,96.8,676.0,23.55100847,0
112.9086538,394.53846150000004,231.15384619999998,389.0,19.23476881,0
156.2911392,215.5,97.9,619.6,12.83588719,0
